NC_001422.1,Phage_F
NC_014767.1,2OG-FeII_Oxy_3 mRNA_cap_enzyme PCNA_N Sod_Cu Capsid_NCLDV Capsid_N SWIB ATP-grasp_3 TOPRIM_C Pox_VLTF3 HATPase_c PFK GATase_7 dCMP_cyt_deam_1 SNase TBP MazG DegT_DnrJ_EryC1 Glycos_transf_2 Peptidase_M41 AAA SNF2_N Rhodanese DUF559 Pox_A22 Ribonucleas_3_3 HHH_8 PDDEXK_3 T5orf172 zf-RING_2 TPP_enzyme_N Ion_trans_2 ResIII dsrm Patatin NT5C DNA_ligase_A_M YqaJ Pkinase Ribonuc_red_sm DNA_gyraseB TPP_enzyme_M CLP_protease ATP-cone TPP_enzyme_C AcetDehyd-dimer DUF3110 Mannitol_dh_C RNase_T DUF3339 GATase_6 SAP Glycos_transf_1 Glutaredoxin Ribonuc_red_lgC Methyltransf_25 TK PCNA_C Peptidase_S74 NAD_binding_8 TFIIB DNA_methylase HMGL-like DNA_pol_B DmpG_comm NUDIX DNA_pol_B_exo1 DNA_ligase_OB_2 Mannitol_dh GDP_Man_Dehyd Toprim GDPD PQ-loop PhoH DNA_topoisoIV Asp_Arg_Hydrox Epimerase mRNA_cap_C RNase_H Herpes_UL52 TFIIS_C ABC1 Semialdhyde_dh dUTPase Helicase_C Thy1 UCH Ribonuc_red_lgN Glyco_transf_25 CP12 Asn_synthase zf-C2H2
NC_014792.1,Endonuc-dimeris ADPrib_exo_Tox AAA_33 DUF5484 DUF2685 DNA_pol_B_exo1 DNA_topoisoIV Gp45_2 Phage_RpbA DNA_gyraseB Fibritin_C T4_neck-protein Phage_gp53 Collar MotA_activ Phage_DsbA DNA_Packaging GP11 T4-gp15_tss Translat_reg gp45-slide_C DUF5490 Phage-tail_1 ALP Ribonuc_red_lgC Trans_coact RNA_lig_T4_1 AsiA GPW_gp25 AAA DUF2654 Phage_30_8 Phage_clamp_A Phage_hub_GP28 DUF2774 Gp5_OB DUF3045 Phage-Gp8 Phage_sheath_1 FRD2 Terminase_6C gp12-short_mid Peptidase_S80 T4_Gp59_N gp32 GP57 Phage_T4_Ndd Ribonuc_red_lgN Pyr_excise DHFR_1 Endonuclease_7 DUF5498 Glutaredoxin Phage_T4_Gp30_7 ILEI DUF5495 Phage_30_3 RecA Nuc-transf Metallophos Macro GIY-YIG Gp67 Phage_lysozyme Zn-ribbon_8 Terminase_6 Phage_sheath_1C T4_tail_cap zf-dskA_traR ResIII motB T4_baseplate WYL_2 T4_Gp59_C DnaB_C TOPRIM_C Phage_head_chap DUF5417 Phage_FRD3 Peptidase_S77 TK DUF5486 Collagen Cpn10 Phage_holin_T Helicase_C T5orf172 Soc UvsY S_tail_recep_bd AAA_23 DUF5051 DUF5499 Phage_T4_gp19 DNA_pol_B T4_gp9_10 DUF5491 HATPase_c DNA_ligase_A_M dCMP_cyt_deam_1 NUDIX 5_3_exonuc_N RNA_ligase Ribonuc_red_sm Thymidylat_synt Gp5_C PAAR_motif Dmd REGB_T4 ATP-cone AAA_30 Gp23 MotCF DNA_PPF UvsW RNaseH_C Phage_sheath_1N Phage-tail_2 Imm_superinfect Phage_T4_gp36
NC_014822.1,Gemini_AL1 Gemini_AL1_M Gemini_coat
NC_014847.1,Gemini_AL1 Gemini_AL1_M Gemini_AL3 Gemini_coat
NC_014897.1,Gemini_coat Gemini_AL3 Gemini_AL1_M Gemini_AL1
NC_014901.1,Bro-N HNH_3 HTH_28 Phage_int_SAM_3 Glycos_transf_2 DUF732 Glyco_transf_25 Beta-lactamase HTH_23 P22_CoatProtein APH Amidase_2 AAA_24 HTH_17 Phage_integrase Whib Phage_r1t_holin DUF2746 HK97-gp10_like N6_N4_Mtase ANT Phage_prot_Gp6
NC_014906.1,Viral_Rep RNA_helicase
NC_014929.1,RNA_helicase Viral_Rep
NC_014954.1,PPV_E2_N PPV_E1_N E6 Late_protein_L1 PPV_E1_C Late_protein_L2 E7 PPV_E2_C
NC_014969.1,Adeno_Penton_B Av_adeno_fibre Hex_IIIa Adeno_hexon Adeno_52K Adeno_terminal DNA_pol_B_2 Adeno_IVa2 Viral_DNA_bi Viral_DNA_Zn_bi Peptidase_C5 AdHead_fibreRBD dUTPase DUF5506 Parvo_NS1 Lipase Adeno_PX Adeno_PVIII Adeno_100 Adeno_hexon_C
NC_015048.1,Gemini_coat Gemini_BL1
NC_015045.1,Gemini_coat Gemini_AL1 Gemini_AL3 Gemini_AL1_M
NC_015070.1,Capsid-VNN
NC_015069.1,RdRP_1
NC_015123.1,Polyoma_lg_T_C
NC_011043.1,DnaB_C RNA_pol_inhib DUF2833 DUF3310 DUF2675 BC10 Toprim_2 DNA_pol_A DNA_ligase_A_M RNA_pol Head-tail_con Toprim_4 VirionAssem_T7 Amidase_2 DUF5476 Phage_T7_tail Phage_endo_I Phage_holin_2_2 Tube TA_inhibitor SLT DUF5471 RPOL_N DNA_Packaging_2 Phage_T7_Capsid Phage_lysis DUF2717
NC_015158.1,AAA_5 AAA_25 Head-tail_con Acetyltransf_1 CobT_C Collagen DNA_pol_A_exo1 TK MazG Phage_endo_I NRDD DNA_ligase_OB_2 Endonuclease_7 DNA_pol_A
NC_015210.1,HTH_WhiA Metallophos_2 DNA_pol_A Helicase_C Terminase_6 Prim-Pol ResIII HK97-gp10_like HNH AAA_25 DUF732 LGFP Phage_Mu_F PhageMin_Tail
NC_015225.1,Adeno_hexon Adeno_E4 Adeno_E1A Adeno_PVIII Hex_IIIa Adeno_IVa2 Viral_DNA_Zn_bi dUTPase Adeno_hexon_C DNA_pol_B_2 Adeno_E3A Adeno_PX Viral_DNA_bi Adeno_knob Adeno_E3_15_3 Adeno_E1B_19K Adeno_E4_34 Adeno_52K Adeno_100 Adeno_VII Adeno_PV Adeno_terminal MCPVI Adeno_E3B Peptidase_C5 Adeno_E4_ORF3 Adeno_E1B_55K Adeno_Penton_B Adeno_shaft Adeno_PIX
NC_015230.1,GIY-YIG Peptidase_S74 UPF0227 rve FNIP
NC_015252.1,HTH_26 IstB_IS21 Phage_integrase DUF2479 Amidase_2 AAA_23 HNHc_6 SSB DUF4355 Lactamase_B_2 RusA Phage_int_SAM_3 HK97-gp10_like HTH_3 Terminase_3 Terminase_3C ANT Phage_connect_1 YjzC DUF771 Sipho_tail Peptidase_M23 Terminase_2 Phage_Mu_F Phage_XkdX Peptidase_S24 Phg_2220_C Phage_prot_Gp6 Big_2 Phage_tail_2 Bro-N Phage_TAC_12 Phage_holin_1 Prophage_tail RecT
NC_015263.1,Peptidase_S8 HHH_4 Transglycosylas HTH_OrfB_IS605 Pyr_redox_2 MethyltransfD12 HTH_38 DNA_topoisoIV Glutaredoxin NUMOD1 DUF1642 Guanylate_kin OrfB_IS605 DHHA1 PhageMin_Tail Flavodoxin_NdrI Phage_holin_6_1 Nuc_deoxyrib_tr Phage_int_SAM_4 DUF859 Pyr_redox_3 Toprim HNH_3 TK K_oxygenase LysM PhoH PT-HINT AAA Pyr_redox Ribonuc_red_lgN DNA_gyraseB Toprim_4 DNA_gyraseB_C AAA_30 PHP RNR_N NMN_transporter OrfB_Zn_ribbon Hom_end NUMOD4 Sigma70_r4_2 PIN_4 Fer4_12 Toprim_N UvrD_C_2 Phage_integrase Intein_splicing DNA_pol3_alpha Ribonuc_red_lgC Phage_int_SAM_1 GerE DUF1599 HATPase_c NRDD DHH Amidase_2 DNA_gyraseA_C AAA_24 RuvC SLT LAGLIDADG_3 Bac_DNA_binding
NC_015267.1,PPV_E1_N PPV_E2_N PPV_E2_C Late_protein_L1 E6 Late_protein_L2 PPV_E1_C
NC_015271.1,Amidase_2 DUF2675 DUF5471 DUF2717 DUF5476 DUF2745 Head-tail_con DUF3310 VirionAssem_T7 SLT DnaB_C Phage_lysis Phage_T7_tail Tube Phage_T7_Capsid Phage_holin_2_2 DNA_ligase_A_M TA_inhibitor DNA_pol_A Phage_1_1 Phage_endo_I RNA_pol_inhib BC10 DNA_Packaging_2 SASA 5_3_exonuc_N Toprim_2 DUF2833 RPOL_N RNA_pol HNH_3
NC_015279.1,MazG Fer2 DNA_pol_B_exo1 DUF192 Gp23 ResIII AdoMet_dc Peptidase_S80 Glutaredoxin 6PGD Translat_reg Phage-Gp8 Epimerase NAD_binding_2 Terminase_6 AAA G6PD_C CP12 Methyltransf_23 NTP_transf_3 Ribonuc_red_sm DUF3110 Glyco_transf_25 Phage_clamp_A DUF3008 PhoH Glyco_transf_7C ADH_zinc_N Sigma70_r2 DUF4338 Gp5_OB SNase DUF4385 Helicase_C DNA_Packaging CTP_transf_like DnaB_C Phage_gp53 Thioredoxin_2 Trans_coact Ribonuc_red_lgC GPW_gp25 ATP-cone Tn7_Tnp_TnsA_N Photo_RC gp32 Sm_like TAL_FSA Copper-bind DNA_pol_B PBP_like_2 E1_dh Glyco_transf_10 AAA_23 Phage_sheath_1 DUF1825 T4_Gp59_C UvsY PDDEXK_1 T4_baseplate 2OG-FeII_Oxy_5 Metallophos Peptidase_S77 ADH_N Terminase_6C 2OG-FeII_Oxy_3 GDP_Man_Dehyd gp45-slide_C 3Beta_HSD G6PD_N T4_neck-protein Peptidase_G2 AOX DUF4815 RecA PfkB DUF3310 Asp_Arg_Hydrox Thy1 YHYH DUF563 ADH_zinc_N_2 HSP20 Cupin_2 T4_Gp59_N T4-gp15_tss Phage_sheath_1C AAA_5 Transket_pyr Aldolase_II Ribonuc_red_lgN Glyco_transf_11
NC_015283.1,DUF1825 Sm_like DUF4278 ResIII Ribonuc_red_sm CP12 PBP_like_2 Gp5_OB Ribonuc_red_lgN T4_gp9_10 Phage_sheath_1C HSP20 gp45-slide_C Phage_sheath_1 Peptidase_S80 Photo_RC DNA_pol_B_exo1 Ribonuc_red_lgC UvsY DUF4385 T4_neck-protein T4_Gp59_C Phage_gp53 Carbam_trans_N DnaB_C 2OG-FeII_Oxy_5 AAA DUF3110 Gp23 gp32 MethyltransfD12 AAA_23 DUF3310 Carbam_trans_C Helicase_C N6_N4_Mtase Trans_coact SNase YHYH TAL_FSA PhoH Metallophos Peptidase_S77 CbbQ_C ATP-cone Tn7_Tnp_TnsA_N T4_baseplate RecA T4_Gp59_N DNA_Packaging PDDEXK_1 Laminin_G_3 Terminase_6C AOX T4-gp15_tss Glutaredoxin GPW_gp25 Rick_17kDa_Anti CpeT 2OG-FeII_Oxy_3 MazG AAA_5 Terminase_6 CTP_transf_like Fe_bilin_red DUF4815 Phage-Gp8 DNA_pol_B Translat_reg Thy1 Phage_T4_gp19 Phage_clamp_A
NC_015287.1,Trans_coact Glyco_transf_10 DUF3110 AAA_23 DUF4338 Fe_bilin_red T4-gp15_tss YHYH UDPG_MGDP_dh ATP-cone DNA_pol_B_exo1 NAD_synthase HSP20 Peptidase_S80 Laminin_G_3 gp45-slide_C Big_5 HNH_4 Heme_oxygenase Epimerase Trp_halogenase Peptidase_S8 MTS AAA 2OG-FeII_Oxy_5 DnaB_C RecA Redoxin Translat_reg Peptidase_S74 CP12 Phage_sheath_1C Gp5_OB Tn7_Tnp_TnsA_N Phage_tail_APC Helicase_C Ribonuc_red_sm Carbam_trans_C PMM DUF3310 DNA_pol_B Photo_RC Phage_T4_gp19 Ribonuc_red_lgN TAL_FSA Gp23 Metallophos Phage_clamp_A Thy1 Copper-bind T4_gp9_10 Carbam_trans_N UDPG_MGDP_dh_N Glutaredoxin Phage_sheath_1 Phage_gp53 PhoH Glyco_transf_25 Terminase_6C Terminase_6 T4_baseplate Peptidase_S77 AAA_5 Phage-Gp8 UvsY Cupin_2 gp32 2OG-FeII_Oxy_3 Glyco_transf_11 MazG SNase PfkB Ribonuc_red_lgC DUF4815 AraC_binding GPW_gp25 DNA_Packaging ResIII T4_neck-protein Pep_deformylase PBP_like_2 PDDEXK_1 CbbQ_C CTP_transf_like DUF4278 AOX DUF4385
NC_015292.1,DHFR_1 Baseplate_J AP2 Terminase_6C ATP-cone SLT DNA_ligase_A_M DNA_ligase_OB_2 Terminase_6 HNH_3 Band_7 Ribonuc_red_sm Phage_lysozyme Thymidylat_synt Pribosyltran DUF3277 Ribonuc_red_lgN PolyA_pol_RNAbd NAPRTase PolyA_pol ProQ Phage_cap_E DNA_pol_A Peptidase_S49 DUF4326 Big_2 DUF2612 Toprim_2 DUF3383 DnaB_C DUF5499 Glutaredoxin Ribonuc_red_lgC
NC_015296.1,DNA_topoisoIV T4_baseplate Band_7 Gp17 Peptidase_S80 DUF4326 Beta_helix Phage_gp49_66 GIY-YIG AAA VWA_3 dCMP_cyt_deam_1 DUF4815 Zn-ribbon_8 RecA Ribonuc_red_lgC Helicase_C_2 PG_binding_1 Bac_DNA_binding PDDEXK_1 NT5C Ribonuc_red_sm SASA T4_neck-protein SLT Ribonuc_red_lgN dUTPase_2 DNA_ligase_A_M Terminase_6 Phage_T4_gp19 DUF2493 Phage_sheath_1C RNase_H DNA_gyraseB TOPRIM_C Phage_gp53 ATP-cone Muraidase Thymidylat_synt ResIII Pyr_excise Helicase_C PP-binding GPW_gp25 Phage_tail_NK DNA_pol_B_exo1 UvsY Translat_reg Glutaredoxin Gp5_OB RuvC CHAP Phage_sheath_1 Peptidase_S77 DNA_Packaging LysM HATPase_c PhoH Terminase_6C DnaB_C Gp23 DUF3990 T4-gp15_tss Phage_clamp_A Trans_coact DNA_pol_B gp32 bPH_2
NC_015323.1,Av_adeno_fibre Adeno_VII Adeno_hexon_C Adeno_PVIII Viral_DNA_Zn_bi DUF5506 DNA_pol_B_2 Adeno_terminal Adeno_100 Lipase Viral_DNA_bi Adeno_IVa2 dUTPase Adeno_52K Parvo_NS1 AdHead_fibreRBD Hex_IIIa Peptidase_C5 US22 Adeno_hexon MCPVI Adeno_PX Adeno_Penton_B
NC_015327.1,Viral_Rep RNA_helicase
NC_015394.2,Peptidase_C6 DEAD Potyvirid-P3 Flavi_DEAD Peptidase_S30 Poty_coat Helicase_C Poty_PP Peptidase_C4 RdRP_1
NC_015398.1,Baculo_F PIF2 Baculo_helicase DUF1098 CBM_14 DUF884 Baculo_gp41 Sod_Cu Baculo_LEF-11 LEF-9 DUF682 ubiquitin Baculo_ODV-E27 UDPGT Baculo_VP91_N Baculo_E25 PIF Baculo_p74_N DUF816 Baculo_VP1054 Ac81 Baculo_RING Baculo_p33 DUF919 Herpes_alk_exo DNA_pol_B_exo1 Glyco_hydro_18 Pkinase Baculo_p47 Baculo_PEP_N Baculo_LEF-2 Inhibitor_I29 LEF-4 Ac110_PIF DNA_ligase_A_N LEF-8 Baculo_FP zf-RING_2 ODV-E18 DNA_pol_B Baculo_p48 PIF3 Baculo_E56 Phage_integrase DUF705 DUF1160 Baculo_p74 Baculo_VP39 Ac76 Baculo_DNA_bind Polyhedrin NPV_P10 LPMO_10 Baculo_19 Baculo_11_kDa DUF1383 DNA_ligase_A_M P35 BIR ChitinaseA_N Baculo_p24 Baculo_8kDa AcMNPV_Ac109 Baculo_Y142 Baculo_ME53 Baculo_PEP_C Peptidase_C1 Peptidase_M10 DNA_pol_B_exo2 DUF844
NC_015452.1,Tenui_N
NC_015451.1,DUF3770 Bunya_RdRp L_protein_N
NC_015450.1,Phlebovirus_G1 Phlebovirus_G2 Phlebovirus_NSM
NC_015456.1,DUF4128 Prok-JAB ResIII Tape_meas_lam_C ERF DUF3850 Peptidase_S74 Lambda_tail_I Phage-tail_3 TMP_2 Terminase_6C DUF1799 Phage_tail_L Prim_Zn_Ribbon DUF4054 DUF1073 DUF2184 Phage_Mu_F NLPC_P60 DUF1983 GP3_package DUF2213 DUF3799 Helicase_C Phage_tail_3 Phage_TAC_4 Dam VRR_NUC DUF3987 Phage_lysozyme Phage_min_tail
NC_015465.1,RusA TMP_2 Peptidase_M15_3 Terminase_GpA HNH_5 DUF1799 Helicase_C Peptidase_S78 SSB N6_N4_Mtase Sigma70_r2 Sigma70_r4 Phage_lysozyme Sigma70_r1_2 AAA_25 Phage_capsid Phage_portal_2 LexA_DNA_bind
NC_015489.1,Gemini_BL1 Gemini_coat
NC_015488.1,Gemini_AL1_M Gemini_coat Gemini_AL1 Gemini_AL3
NC_015502.1,DUF1319 RVP zf-CCHC Peptidase_A3 RVT_1
NC_015506.1,RVP DUF1319 RVT_1 Asp_protease_2 Peptidase_A3 zf-CCHC
NC_015523.1,Viral_helicase1 Tymo_coat RdRP_2 Vmethyltransf Peptidase_C21
NC_015568.1,SSB HTH_19 Amidase_3 Phage_min_cap2 Phage_integrase DUF3797 Phage_Gp15 Prophage_tail DUF4236 Minor_capsid_2 Terminase_3 ResIII AAA_31 Resolvase PhageMin_Tail Phage_prot_Gp6 Sipho_tail Phage_GP20
NC_015586.1,Phage_DNA_bind DUF2523 Rep_trans DUF3693 Zot
NC_015630.1,TT_ORF2
NC_015668.1,AAA_11 AAA_12 AAA_30 AAA_19
NC_015719.1,RNA_pol_inhib Phage_lysis DUF2717 DNA_ligase_A_M Lipase_GDSL_2 Phage_T7_tail TA_inhibitor Phage_T7_Capsid Toprim_2 RNA_pol DUF3310 DnaB_C RPOL_N DNA_pol_A Amidase_2 Phage_holin_2_2 Phage_endo_I Head-tail_con Toprim_4 VirionAssem_T7 DNA_Packaging_2 SLT ocr DUF5476 DUF5471 DUF2675 Tube BC10 DUF2833
NC_015780.1,2C_adapt PriCT_2 XPG_I D5_N RNA_pol_Rpb2_7 HTH_23 XPG_N HMG_box RNA_pol_Rpb2_6 DNA_pol_B_exo1 NIF TFIIS_C DNA_topoisoIV ResIII Thioredoxin TOPRIM_C HTH_7 PCNA_N Thymidylat_synt Ribonuc_red_sm XRN_N RNA_pol_Rpb1_3 OTU NMN_transporter RNA_pol_Rpb2_2 Glyco_transf_90 dsrm MSV199 DNA_pol_B Fasciclin dNK Metallophos L1R_F9L dUTPase RNA_pol_Rpb2_1 Capsid_N Histone DUF3627 Pkinase HMG_box_2 RNA_pol_Rpb1_5 DUF2738 SNF2_N PIF1 DSPc T5orf172 GIY-YIG RNA_pol_Rpb2_3 Ribonuclease_3 DNA_ligase_aden RNA_pol_Rpb5_C AAA_29 DNA_ligase_OB zf-C3HC4_3 PP1c_bdg DNA_gyraseB Peptidase_M10 Capsid_NCLDV RNA_pol_Rpb1_2 SWIB Evr1_Alr Helicase_C RNA_pol_Rpb1_1 BRCT Peptidase_C1 NUDIX RNA_pol_Rpb1_4 Bro-N Pox_VLTF3 Ribonuc_red_lgC
NC_015784.2,RVT_1 Peptidase_A3 RVP zf-CCHC DUF1319
NC_015886.1,PolyG_pol
NC_015883.1,Sigma_1_2
NC_015881.1,Reovirus_M2
NC_015880.1,Reovirus_Mu2
NC_015878.1,RdRP_5
NC_015877.1,Reovirus_L2
NC_015933.1,DNA_pol_A HATPase_c_3 NUMOD1 Glyco_hydro_108 PG_binding_3 AAA_30 DUF2201_N RNA_pol AAA_24 Terminase_6C Thy1 Imm_superinfect PriCT_1 UvrD_C_2 HNH_3 I-set dUTPase AAA Viral_helicase1 DUF4326 AP2 DUF2201
NC_015937.1,Toprim_4 Toprim_2 AdoMet_dc dCMP_cyt_deam_1 Helicase_C PrkA RecA Toprim_N Radical_SAM DNA_pol_A_exo1 DNA_pol_A zf-CHC2 Peptidase_M23 CLP_protease dUTPase OrfB_Zn_ribbon PDDEXK_1 Phage_portal Baseplate_J Rad52_Rad22 Thy1 DUF444 Resolvase DnaB_C IMPDH TK Ribonuc_red_lgC SpoVR Peptidase_S74 DUF2201 AAA_PrkA AAA ResIII
NC_015941.1,Pico_P2B Pico_P2A Peptidase_C3 Rhv RNA_helicase RdRP_1 P3A Calici_coat
NC_016003.1,Flexi_CP Viral_helicase1 Vmethyltransf RdRP_2
NC_016032.1,Parvo_coat Parvo_coat_N Parvo_NS1 NP1-WLL
NC_014846.1,Pathogen_betaC1
NC_014896.1,Pathogen_betaC1
NC_014900.1,Phage_CII Gp17 Phage_holin_3_3 PhageP22-tail Lambda_CIII Phage_lysis DnaB Ead_Ea22 NinB NinF AAA_31 DUF551 Glucos_trans_II DUF2767 Phage_NinH DUF2591 DUF2737 Arc DUF3024 NinG Phage_stabilise DUF2856 DUF2560 Terminase_6C Terminase_6 Head_binding HTH_3 P22_portal Ral Lambda_Kil Rad52_Rad22 Phage-scaffold P22_CoatProtein DnaB_C P22_Tail-4 Peptidase_S24 YdaS_antitoxin DUF2824 Peptidase_M15_4 Phage_antitermQ Pentapeptide GP3_package Inj_translocase Glycos_transf_2 Phage_integrase
NC_014905.1,Poty_PP Peptidase_S30 Potyvirid-P3 Poty_coat Peptidase_C6 RdRP_1 Helicase_C Flavi_DEAD Peptidase_C4
NC_014928.1,RNA_helicase Viral_Rep
NC_014953.1,PPV_E1_C E7 Late_protein_L1 PPV_E1_N PPV_E2_N PPV_E2_C Late_protein_L2 E6
NC_014967.1,Viral_coat RdRP_3
NC_015047.1,Gemini_coat Gemini_BL1
NC_015043.1,Gemini_coat Gemini_AL1 Gemini_AL1_M Gemini_AL3
NC_015050.1,PLRV_ORF5 Peptidase_S39 RdRP_4
NC_015116.1,RVP RVT_thumb RVT_1 TLV_coat rve Gag_p24 IN_DBD_C Integrase_Zn
NC_015135.1,PolyG_pol
NC_015133.1,Sigma_1_2
NC_015130.1,Reovirus_M2
NC_015129.1,Reovirus_Mu2
NC_015128.1,Reovirus_L2
NC_015127.1,RdRP_5
NC_015150.1,Polyoma_coat Polyoma_lg_T_C Polyoma_coat2 Papo_T_antigen T_Ag_DNA_bind
NC_015208.1,SLT Head-tail_con VirionAssem_T7 Amidase_2 DUF2717 DnaB_C DUF2833 DNA_Packaging_2 RNA_pol Toprim Tube DUF5476 Toprim_4 DNA_ligase_A_M Phage_T7_Capsid Toprim_2 Phage_T7_tail RPOL_N Phage_holin_2_2 DNA_pol_A RNA_pol_inhib Phage_endo_I
NC_015212.1,TT_ORF1
NC_015228.1,MP RVT_1 Peptidase_A3 zf-CCHC
NC_015250.1,WYL_2 Phage_sheath_1 Translat_reg Amidase_3 Metallophos_2 HATPase_c T4_Gp59_C Nuc-transf Phage_head_chap Endonuclease_7 ATP-cone Phage-tail_2 Trans_coact Phage_hub_GP28 Phage_30_3 Phage_sheath_1N Phage_RpbA Gp45_2 Peptidase_S77 RNaseH_C Phage_DsbA AAA Phage_holin_T T4_Gp59_N zf-dskA_traR Imm_superinfect AAA_33 T4_neck-protein AAA_23 dUTPase_2 Phage-tail_1 RecA Macro Gp23 GPW_gp25 UvsY Collar T4_baseplate DnaB_C 5_3_exonuc_N DNA_Packaging Cpn10 Phage_T4_gp19 T4-gp15_tss Phage_sheath_1C Terminase_6C GIY-YIG MotCF HNH DNA_ligase_A_M RNA_ligase NUMOD3 Phage_clamp_A ADPrib_exo_Tox DNA_pol_B Gp5_OB Phage_T4_Ndd S_tail_recep_bd Phage-Gp8 UvrD_C_2 ResIII Ribonuc_red_lgC DUF3307 dCMP_cyt_deam_1 Glutaredoxin Phage_lysozyme Terminase_6 Phage_T4_gp36 Ribonuc_red_lgN ALP NUDIX Phage_gp53 AsiA Helicase_C T4_gp9_10 Peptidase_S80 DUF2654 TOPRIM_C AAA_30 DNA_topoisoIV Endonuc-dimeris DUF2685 RNA_lig_T4_1 DHFR_1 DUF5051 Ribonuc_red_sm DNA_pol_B_exo1 gp32 Gp67 T4_tail_cap DUF4326 GP11 Thymidylat_synt DNA_gyraseB gp45-slide_C RF-1 DNA_PPF PAAR_motif
NC_015254.1,Terminase_3 HNHc_6 Alanine_zipper Phg_2220_C HTH_31 SH3_5 Peptidase_Prp Phage_Mu_Gam DUF4355 Peptidase_S24 Phage_prot_Gp6 YopX HTH_24 SSB RusA Fic Gp58 HTH_26 IstB_IS21 Intein_splicing DUF4064 Phage_rep_org_N Phage_Mu_F HTH_3 Zn_ribbon_recom ERF Recombinase Phage_holin_4_1 SLT DUF4352 ORF6N Phage_connect_1 DUF1599 Resolvase Amidase_2 Fic_N
NC_015265.1,Phage_GPL Phage_P2_GpE N6_N4_Mtase Phage_TAC_7 Phage_holin_3_7 Phage_holin_8 Tail_P2_I Terminase_6C PG_binding_1 Ogr_Delta Phage_GPO GPW_gp25 Muraidase Phage_sheath_1C Phage_term_smal P2_Phage_GpR DUF772 Phage_cap_P2 Phage_tail_X DDE_Tnp_1 Phage_sheath_1 Toprim_3 Terminase_5 Caudo_TAP Phage_portal Baseplate_J HTH_19 Terminase_6 RVT_1 Phage_P2_GpU Phage_tube Phage_base_V Phage_integrase Phage_tail_S Phage_GPD AAA_15
NC_015269.1,Peptidase_S74 YqeY Terminase_6C Band_7 5_3_exonuc_N RNase_H Peptidase_S78 Ribonuc_red_lgN Terminase_6 DNA_pol_A Toprim_N DNA_ligase_aden Phage_holin_T Hydrolase_2 DNA_pol_A_exo1 DNA_ligase_OB DnaB_C Phage_portal Ribonuc_red_sm CLP_protease Gly_radical 5_3_exonuc PC4 SIR2 NRDD PhoH Toprim_2 BRCT Phage-tail_3 Thioredoxin_3 DUF5051 Helicase_C Big_2 Peptidase_M15_4 dUTPase Phage_capsid Ribonuc_red_lgC ResIII Thymidylat_synt Metallophos Herpes_ori_bp HNH_3
NC_015273.1,Phage_sheath_1 Phage_TAC_7 Peptidase_S24 Phage_cap_P2 Terminase_5 Terminase_6 Phage_term_smal HTH_7 Toprim_3 Collar Phage_GPL RHH_1 Phage_sheath_1C Phage_portal Phage_GPD Phage_P2_GpU HTH_24 CbiA GPW_gp25 Phage_tail_S Tail_P2_I PG_binding_1 Phage_CI_repr Rep_3 P2_Phage_GpR PhageMin_Tail Muraidase Phage_tube Phage_holin_3_7 Phage_holin_8 Baseplate_J Caudo_TAP Phage_tail_X Resolvase Phage_base_V Terminase_6C Phage_GPO
NC_015281.1,Redoxin Sm_like TAL_FSA Ribonuc_red_sm SAICAR_synt HSP20 AAA Peptidase_S80 Gp5_OB gp32 DUF4815 ATP-cone Phage_gp53 Phage_sheath_1 Phage_clamp_A Copper-bind DUF3310 Metallophos T4-gp15_tss Phage-Gp8 DNA_pol_B Peptidase_C39_2 T4_Gp59_N Glutaredoxin YHYH Photo_RC CTP_transf_like Tn7_Tnp_TnsA_N Ribonuc_red_lgN DnaB_C Terminase_6 Trp_halogenase SNase Thy1 PhoH DUF1825 Translat_reg MethyltransfD12 RecA T4_neck-protein DNA_pol_B_exo1 gp45-slide_C Trans_coact T4_baseplate Phage_sheath_1C Laminin_G_3 CP12 DNA_Packaging Peptidase_S77 Phage_T4_gp19 T4_Gp59_C MazG SMC_N 6PGD PDDEXK_1 2OG-FeII_Oxy_5 T4_gp9_10 Ribonuc_red_lgC UvsY NAD_binding_2 ResIII Helicase_C AAA_5 Gp23 2OG-FeII_Oxy_3 Terminase_6C GPW_gp25 DUF3110
NC_015285.1,2OG-FeII_Oxy_3 Metallophos CTP_transf_like Gp5_OB Hydrolase_2 DUF3310 Gp23 Phage_sheath_1 T4_gp9_10 PurS UvsY T4_neck-protein AIRS Copper-bind Peptidase_S77 N6_N4_Mtase Tn7_Tnp_TnsA_N Fer2 CP12 ResIII gp32 MazG AAA_5 DUF1825 PhoH Phage_gp53 T4_Gp59_C T4-gp15_tss Ribonuc_red_lgN Translat_reg TAL_FSA CbbQ_C Ribonuc_red_lgC Helicase_C T4_Gp59_N Phage-Gp8 SNase Rick_17kDa_Anti AIRS_C DUF4815 Terminase_6C DNA_Packaging Phage_clamp_A CpeT GPW_gp25 Thy1 DNA_pol_B MethyltransfD12 Laminin_G_3 Terminase_6 Peptidase_S80 Trans_coact gp45-slide_C T4_baseplate Glutaredoxin SAICAR_synt Photo_RC ATP-cone DnaB_C Phage_sheath_1C Ribonuc_red_sm HSP20 AAA SMC_N PDDEXK_1 DUF3110 DNA_pol_B_exo1 Sm_like 2OG-FeII_Oxy_5 RecA YHYH
